freelancer_id,age,gender,country,years_experience,num_skills,profile_completeness,has_portfolio,has_video_profile,has_certifications,primary_skill,hourly_rate_usd,total_jobs_completed,job_success_rate,repeat_client_rate,avg_response_time_hrs,total_earnings_12m_usd,success_score,churn_risk,earnings_tier
FL_002877,35,Female,Nigeria,0.4,5,94.4,0,0,1,AI & Machine Learning,280,30,,0.333,10.4,245000,91.1,0,High
FL_002878,41,Female,Germany,10.2,15,64.4,1,1,0,Data Science & Analytics,244.64,36,100,0.326,10.8,245000,99,0,High
FL_002879,39,Female,Nigeria,3.2,9,70.8,1,0,0,Content Writing / Copywriting,280,33,64.9,0.405,8.9,73848,67.1,0,High
FL_002880,48,Male,United States,17.6,6,100,1,0,0,AI & Machine Learning,138.13,53,80,0.49,15.7,107050,99,0,High
FL_002881,49,Male,Other,6,13,95.6,0,0,0,Content Writing / Copywriting,280,38,100,0.199,11.7,191651,87.1,0,High
FL_002882,45,Female,India,6.5,8,56.4,1,0,0,Mobile App Development,280,33,84.8,0.218,6.7,65209,73.2,0,High
FL_002883,21,Female,Nigeria,1.9,11,84.4,1,0,1,Web Development,280,18,97.8,0.422,22.9,39937,88.9,0,High
FL_002884,37,Female,Germany,1.1,8,94.3,1,0,0,Content Writing / Copywriting,280,29,93.8,0.32,9.6,87617,90.3,0,High
FL_002885,37,Female,Other,3.5,5,62.6,1,1,0,Virtual Assistant,280,37,100,0.424,18.1,169637,89.5,0,High
FL_002886,23,Female,Pakistan,8,9,95.2,1,0,0,Virtual Assistant,245.98,44,68.8,0.353,8.5,245000,83.3,0,High
FL_002887,32,Male,India,4.9,5,79.8,0,0,1,Web Development,280,22,83.7,0.406,13,118569,99,0,High
FL_002888,26,Female,Canada,2.4,11,100,1,1,0,Data Science & Analytics,280,31,95.9,0.437,,185295,97.9,0,High
FL_002889,46,Female,United States,5.3,5,77,1,0,1,AI & Machine Learning,280,40,90.1,0.393,11,245000,89.9,0,High
FL_002890,31,Female,United States,4.5,10,55.9,1,1,0,Data Science & Analytics,280,25,88.4,0.327,6.3,245000,99,0,High
FL_002891,23,Female,Other,9.3,7,87.5,0,0,1,Web Development,280,38,99.6,0.447,17,234019,99,0,High
FL_002892,28,Male,Pakistan,1.2,7,61,0,0,1,Data Science & Analytics,280,17,,0.368,4.5,132136,88.7,0,High
FL_002893,34,Male,United States,0.5,11,69.8,0,1,,Accounting & Finance,280,21,80.2,0.434,3.9,83194,77.9,0,High
FL_002894,34,Male,Pakistan,2.4,7,49.9,1,1,0,Digital Marketing,280,28,73.6,0.45,,190355,79.7,0,High
FL_002895,30,Male,United States,1.7,11,66.1,1,0,0,Mobile App Development,280,23,81.3,0.399,15.3,30731,67.3,0,Medium
FL_002896,22,Female,United States,14,12,100,1,0,1,Video Editing,136.27,48,82.6,0.262,8.6,130976,99,0,High
FL_002897,34,Female,United States,0,11,81.4,0,0,0,Data Science & Analytics,105.8,24,84.7,0.622,25.5,29913,74.4,1,Medium
FL_002898,29,Male,Germany,10.3,7,75.3,0,1,0,Web Development,195.32,50,94.7,0.478,5.8,217931,99,0,High
FL_002899,23,Male,Brazil,11.8,8,65,1,1,0,AI & Machine Learning,280,42,60.6,0.404,10.8,70158,93.4,0,High
FL_002900,41,Female,Pakistan,0.2,9,82.3,1,0,1,Video Editing,280,28,83.4,0.284,6.1,163300,74.3,1,High
FL_002901,46,Female,India,8.4,12,75.5,1,1,1,Mobile App Development,280,44,88.1,0.397,3.3,45678,99,0,High
FL_002902,28,Male,Brazil,2.4,8,100,0,1,0,AI & Machine Learning,198.01,21,,0.354,17.6,118000,77.1,0,High
FL_002903,36,Female,United Kingdom,5.5,5,79.4,1,1,0,AI & Machine Learning,280,41,,0.319,11.8,72029,88.1,0,High
FL_002904,22,Male,Philippines,0.3,10,86.3,1,0,1,Virtual Assistant,280,28,91.9,0.282,5.9,245000,86.1,1,High
FL_002905,26,Male,Other,11.8,9,68.8,1,0,0,AI & Machine Learning,126.4,48,85.5,0.324,9,64335,99,0,High
FL_002906,48,Male,United Kingdom,3.6,14,78.7,1,1,0,Mobile App Development,280,27,68.6,0.281,12.8,139241,68.7,0,High
FL_002907,41,Male,Nigeria,8.7,15,86.4,0,0,0,Virtual Assistant,,39,,0.329,21.6,115007,99,0,High
FL_002908,49,Male,Other,4.2,6,64.2,0,1,0,SEO / SEM,245.18,29,93.8,0.293,4,110235,85.4,0,High
FL_002909,46,Female,United Kingdom,2.9,11,88.5,1,0,0,Digital Marketing,201.97,35,99.6,0.393,24.6,201132,99,0,High
FL_002910,45,Female,Pakistan,0.7,6,81.1,1,0,0,Virtual Assistant,77.16,24,100,0.291,11.2,27542,68.3,0,Medium
FL_002911,32,Male,Pakistan,0.7,13,42.6,1,0,0,Content Writing / Copywriting,280,16,83.7,0.158,11.7,66496,67.7,0,High
FL_002912,25,Male,India,2.4,14,92.2,1,0,0,Mobile App Development,280,36,77.2,0.178,,124931,67.9,0,High
FL_002913,22,Male,Brazil,7.8,7,86.8,1,0,1,Graphic Design,280,33,79,0.422,14.1,245000,99,0,High
FL_002914,36,Female,Ukraine,0.5,12,82.8,0,0,0,Content Writing / Copywriting,280,24,84.8,0.148,5.1,118564,75,0,High
FL_002915,25,Female,India,20,7,68.8,1,0,0,Content Writing / Copywriting,34.58,56,89.1,0.306,10.7,16242,99,0,Medium
FL_002916,35,Male,United States,7.9,5,100,1,0,0,Digital Marketing,252.11,31,84.9,0.338,11.1,153190,99,0,High
FL_002917,32,Male,Other,1.9,12,69.6,1,1,0,Digital Marketing,280,28,92.5,0.198,22.2,144653,89,0,High
FL_002918,24,Female,Pakistan,1.1,13,40,0,0,0,Video Editing,280,22,81.3,0.328,16,88599,59.6,1,High
FL_002919,35,Male,India,9.7,11,87.3,1,0,1,Graphic Design,280,52,85.2,0.361,10,245000,99,0,High
FL_002920,31,Male,India,0.5,7,76.8,1,0,0,Content Writing / Copywriting,280,21,88.8,0.416,20.3,56812,76.3,0,High
FL_002921,36,Female,Pakistan,1.6,14,55.9,1,1,0,Mobile App Development,280,20,88.5,0.353,16.9,245000,71.3,0,High
FL_002922,43,Male,United States,0.3,9,75,0,0,0,Accounting & Finance,162.38,23,97,0.391,10.6,20989,68.2,0,Medium
FL_002923,26,Male,United States,11.7,9,77.9,0,0,1,Content Writing / Copywriting,280,48,95.9,0.253,6.2,184445,99,0,High
FL_002924,34,Male,Germany,3.7,14,66.9,1,1,0,Data Science & Analytics,280,29,97.9,0.183,11.4,199919,95.3,0,High
FL_002925,38,Male,Ukraine,1.6,5,80.8,1,0,0,Digital Marketing,187.3,32,,0.498,9.2,60441,88.2,0,High
FL_002926,32,Female,India,1.2,12,84.7,0,1,1,Graphic Design,224.08,24,85.2,0.212,14.3,146421,69.2,0,High
FL_002927,47,Female,United States,2.2,9,78.3,0,0,1,Content Writing / Copywriting,280,22,88.6,0.335,9.8,178875,82.4,0,High
FL_002928,31,Female,Philippines,0.4,8,64.2,0,0,0,Content Writing / Copywriting,280,21,88.6,0.24,10.5,61573,70.6,1,High
FL_002929,33,Female,India,8.4,5,86.5,1,0,0,Video Editing,194.35,30,82.1,0.532,8.1,144119,99,0,High
FL_002930,41,Female,United Kingdom,2.7,13,53.1,0,0,0,Data Science & Analytics,262.06,27,88.7,0.355,19.9,245000,77.7,0,High
FL_002931,43,Female,India,4.9,4,85.5,1,0,1,Data Science & Analytics,280,30,92.1,0.362,26.6,245000,93.1,0,High
FL_002932,31,Female,India,1,10,83.9,1,0,,Mobile App Development,280,26,73.6,0.296,16.7,237329,76.6,0,High
FL_002933,43,Male,India,2.7,7,75.5,1,1,1,Digital Marketing,168.73,27,65.2,0.24,18.4,68886,80.4,1,High
FL_002934,36,Male,Other,0.9,14,70.8,0,1,1,Data Science & Analytics,280,27,89,0.222,12.3,127562,66.2,1,High
FL_002935,35,Female,India,6.4,10,59.4,0,0,0,Graphic Design,280,40,92.8,0.206,9.6,169172,98.9,0,High
FL_002936,41,Female,India,5.7,8,70.5,1,0,0,Graphic Design,280,39,,0.495,10.9,245000,99,0,High
FL_002937,48,Male,India,0.6,4,66,0,0,0,Video Editing,280,19,98.1,0.323,9.9,245000,89.6,0,High
FL_002938,35,Female,Philippines,0.3,8,62.9,1,0,1,Mobile App Development,265.05,15,81.4,0.357,18,175042,67,0,High
FL_002939,45,Female,Canada,6.6,15,59.7,1,0,0,Virtual Assistant,280,34,,0.487,23.1,245000,93.2,0,High
FL_002940,24,Male,United Kingdom,0.4,7,100,1,1,0,Mobile App Development,280,16,87.9,0.446,11.7,101993,84.5,0,High
FL_002941,31,Female,Germany,3,4,91.2,1,1,1,Content Writing / Copywriting,280,34,71,,,175467,78.1,0,High
FL_002942,39,Male,United States,2.9,13,100,0,1,1,Digital Marketing,280,34,76.5,0.581,9.6,83954,86.7,0,High
FL_002943,35,Female,Other,0.9,5,82.8,1,0,1,Content Writing / Copywriting,280,23,71.4,0.519,17.7,46620,79.4,0,High
FL_002944,24,Male,India,3.4,12,90.5,1,0,0,Digital Marketing,280,30,100,0.347,7.3,173910,99,0,High
FL_002945,41,Female,United States,2.7,15,77.9,1,0,0,Graphic Design,280,30,,0.437,23.5,167768,91.6,0,High
FL_002946,33,Male,United States,2.7,4,100,1,0,0,Content Writing / Copywriting,,29,100,0.296,11.2,156418,92.5,0,High
FL_002947,42,Male,India,1.7,13,78.2,1,0,1,Mobile App Development,188.67,32,68.7,0.156,6,214666,70.2,1,High
FL_002948,39,Female,Philippines,6.9,7,94.6,0,0,0,AI & Machine Learning,280,38,95.1,0.357,,245000,99,0,High
FL_002949,22,Male,United Kingdom,0.3,11,82,0,1,0,Video Editing,280,22,,0.356,20,95002,81.4,0,High
FL_002950,34,Male,Ukraine,2.2,8,100,1,0,0,Video Editing,280,24,90.8,0.163,9.6,149392,85.5,0,High
FL_002951,49,Male,United States,1.1,13,71.3,1,0,1,Graphic Design,280,25,85.3,,6.8,155457,77.5,0,High
FL_002952,24,Female,Philippines,7.2,10,97.4,0,0,1,AI & Machine Learning,188.52,44,87.6,0.33,14.6,84478,99,0,High
FL_002953,36,Female,India,1,14,77.3,0,0,0,Mobile App Development,280,29,88.2,0.277,9.5,169949,74.8,0,High
FL_002954,41,Male,Nigeria,5.5,5,65.6,1,0,0,Web Development,206.47,33,,0.303,14.2,147873,84.8,0,High
FL_002955,40,Female,United States,3.6,7,78.2,1,0,0,Virtual Assistant,280,28,74.8,0.397,,54325,73.5,0,High
FL_002956,34,Female,United States,7.9,7,43,0,0,0,Graphic Design,202.31,34,81.8,0.379,16.9,22829,77,0,Medium
FL_002957,47,Female,United Kingdom,3.4,4,94,0,0,0,Data Science & Analytics,140.12,32,79.9,0.28,12.9,21802,71.7,1,Medium
FL_002958,49,Male,Germany,3.1,15,89.7,1,0,0,Graphic Design,,28,75.7,0.405,9,36288,90.7,0,Medium
FL_002959,35,Female,Nigeria,6.1,11,100,1,0,1,Data Science & Analytics,136.14,35,84.4,0.224,,32470,75.4,0,Medium
FL_002960,48,Male,United States,3.1,14,63.6,1,1,0,AI & Machine Learning,137.86,31,96.9,0.308,1.9,30860,78.1,1,Medium
FL_002961,23,Male,India,7.1,6,67.1,1,0,1,Digital Marketing,,37,68.1,0.272,14.3,27477,87.8,0,Medium
FL_002962,28,Male,India,0.2,15,58.8,1,0,0,Content Writing / Copywriting,280,30,89.5,0.411,15.5,245000,74.8,1,High
FL_002963,36,Male,United Kingdom,2.6,15,84.8,1,0,1,Video Editing,280,34,76.9,0.625,,54387,81.1,0,High
FL_002964,30,Male,Pakistan,6.4,7,72.4,1,1,0,Web Development,280,35,70.8,,13.8,245000,77.6,0,High
FL_002965,24,Female,India,7.2,5,65.8,1,1,0,Web Development,280,40,71.9,0.194,8.6,245000,85.9,0,High
FL_002966,50,Male,India,6.8,15,85.4,1,0,1,AI & Machine Learning,280,43,84,0.412,23.2,245000,99,0,High
FL_002967,38,Male,Pakistan,3.5,13,96.6,1,1,1,Web Development,280,34,95.6,0.139,15.1,130098,90.3,0,High
FL_002968,22,Male,India,19.4,8,80.7,1,0,1,Digital Marketing,280,57,91.6,0.248,17.6,245000,99,0,High
FL_002969,37,Male,United States,0.8,15,71.3,0,1,0,Video Editing,280,25,89,0.1,18.2,166591,70.4,0,High
FL_002970,33,Male,Philippines,0.7,8,97.7,1,0,1,AI & Machine Learning,270.52,20,95.2,0.276,11.3,209101,96.2,0,High
FL_002971,24,Male,India,0.1,6,74.9,0,0,0,Digital Marketing,224.77,19,99.5,0.538,10.9,200169,94.6,0,High
FL_002972,46,Male,Other,17.3,11,74.7,1,0,0,Digital Marketing,280,57,96.3,0.279,16.3,245000,99,0,High
FL_002973,45,Male,Germany,1.6,4,87.2,0,0,0,Virtual Assistant,280,24,76.6,0.477,12.5,135126,86.8,0,High
FL_002974,50,Male,India,5.5,5,68,1,1,0,Virtual Assistant,280,38,94.9,0.417,13.9,69880,79.4,0,High
FL_002975,31,Male,United States,0.2,4,95.4,1,1,1,Graphic Design,280,29,,0.325,15.1,98596,96.4,0,High
FL_002976,27,Female,India,1.3,9,64.3,1,1,1,Web Development,149.92,28,75.8,0.339,8,28963,57.2,0,Medium
FL_002977,51,Female,United Kingdom,3.7,7,69.2,1,0,0,Mobile App Development,280,28,74.7,0.331,7.9,63533,87.6,0,High
FL_002978,32,Female,Other,2.8,13,60.6,1,0,0,Mobile App Development,280,36,74.2,0.365,17,108808,73,0,High
FL_002979,30,Male,India,0.9,4,92.8,0,0,0,Digital Marketing,280,19,88.9,0.389,12.8,232597,95.8,0,High
FL_002980,27,Female,Other,2.4,10,100,1,1,0,Content Writing / Copywriting,76.76,27,83.8,0.424,15.1,127213,93.5,0,High
FL_002981,33,Female,Philippines,0.4,12,76.6,0,0,0,Web Development,144.18,28,100,0.349,25,114323,80.2,1,High
FL_002982,51,Male,Other,3,8,86.1,1,0,1,AI & Machine Learning,48.05,22,85.2,0.49,7,16411,80.6,0,Medium
FL_002983,27,Male,Ukraine,0.4,10,84.9,1,0,0,Digital Marketing,211.01,16,73,0.184,3.5,18704,68.7,1,Medium
FL_002984,51,Male,Ukraine,3.8,7,83.7,1,0,0,Content Writing / Copywriting,,30,89.4,0.424,10.1,204363,86.4,0,High
FL_002985,44,Male,Philippines,0.6,7,60.5,1,0,0,AI & Machine Learning,280,31,77.5,,13.3,229798,69.4,1,High
FL_002986,37,Male,Canada,3,7,68.5,1,0,1,Digital Marketing,280,28,89.2,0.347,9.3,245000,86.3,0,High
FL_002987,30,Female,India,0.5,8,91.2,0,1,0,Digital Marketing,280,27,82.3,0.19,,222308,92.5,1,High
FL_002988,49,Male,Other,1.9,11,98.5,0,0,1,Virtual Assistant,280,27,82,0.277,13,173937,92.3,0,High
FL_002989,30,Other,Nigeria,1.6,7,94.2,0,0,0,Video Editing,280,20,88.4,0.423,20.8,114260,83,0,High
FL_002990,44,Male,United Kingdom,5.4,10,79.3,0,0,0,Video Editing,,38,,0.3,14.4,73676,82.6,0,High
FL_002991,24,Male,Other,3.9,12,91.8,1,0,0,Mobile App Development,280,29,80.8,0.388,12.4,50763,84.3,0,High
FL_002992,40,Other,Other,10.5,9,54.4,1,0,1,Virtual Assistant,280,42,82.5,0.396,8.8,96339,99,0,High
FL_002993,24,Female,Brazil,9.7,7,46.7,0,0,0,Data Science & Analytics,83.24,51,78,0.368,12.1,55953,85,0,High
FL_002994,42,Male,India,4.9,8,57,0,0,1,Digital Marketing,280,40,93.1,0.37,11.7,245000,92.5,0,High
FL_002995,27,Male,Other,5.6,11,100,1,0,0,Graphic Design,251.07,36,75.5,0.34,15.6,245000,88,0,High
FL_002996,42,Female,Brazil,3.7,7,100,1,1,1,Data Science & Analytics,130.37,31,80.4,0.441,,94679,91.6,0,High
FL_002997,21,Male,Pakistan,4.5,7,53.4,0,0,1,AI & Machine Learning,201.78,29,73.1,0.184,22.5,245000,69,1,High
FL_002998,32,Male,Other,3.6,10,75.4,1,1,1,Mobile App Development,236.13,21,84.7,0.405,11.5,58927,85.9,0,High
FL_002999,44,Female,United States,1.4,9,72.1,1,0,0,Digital Marketing,247.16,23,100,0.352,9.5,245000,96.2,0,High
FL_003000,33,Male,United States,1.6,4,99.7,0,1,0,Video Editing,228.37,29,100,0.361,8.6,151659,87.7,0,High
FL_003001,30,Male,Pakistan,3.2,12,89.5,1,0,0,Content Writing / Copywriting,280,36,,0.365,10.9,245000,79.6,0,High
FL_003002,35,Male,United States,4.8,8,73,1,1,0,Digital Marketing,206.98,30,94.7,0.32,12.9,64352,76.6,0,High
FL_003003,47,Male,Nigeria,2,13,88,1,0,0,AI & Machine Learning,280,17,99.6,0.241,,83671,79.6,0,High
FL_003004,33,Female,India,0.6,14,91.4,1,0,0,Web Development,197.75,28,88.5,0.438,11.8,136879,82.3,0,High
FL_003005,43,Male,United States,2.3,5,49.2,1,0,0,Mobile App Development,280,34,77.4,0.374,34,178437,85.3,0,High
FL_003006,42,Female,United Kingdom,12.5,8,87.5,1,0,0,Mobile App Development,280,44,67.9,0.237,9.7,245000,89.7,0,High
FL_003007,42,Male,United Kingdom,0.9,11,78.7,0,1,1,Digital Marketing,240.1,25,100,0.246,28.5,79468,80.4,0,High
FL_003008,41,Male,United States,4,9,60.7,0,0,0,Virtual Assistant,168.15,32,83.4,0.246,13.6,28418,65.8,0,Medium
FL_003009,42,Male,United States,15.4,11,69.5,1,1,1,AI & Machine Learning,137.79,52,100,0.372,11.5,64096,99,0,High
FL_003010,48,Female,United Kingdom,1.8,8,83.5,1,0,1,Content Writing / Copywriting,134.94,22,79.6,0.379,17.7,61214,75.1,0,High
FL_003011,29,Female,Brazil,8.3,7,81,1,1,0,AI & Machine Learning,170.31,36,69.3,0.279,12.6,56848,83.5,0,High
FL_003012,46,Male,Other,7.6,13,76,1,0,0,Accounting & Finance,175.23,35,100,0.202,22.9,133778,99,0,High
FL_003013,29,Male,United States,1.6,6,74.2,0,0,0,Mobile App Development,280,26,85.3,0.376,13.2,51826,74.1,0,High
FL_003014,35,Male,Philippines,0.4,5,79.9,0,0,0,Data Science & Analytics,35.07,12,87.6,0.387,,3770,55,1,Low
FL_003015,30,Female,India,0.7,12,53.3,1,0,1,Web Development,194.41,29,83.7,0.312,11.3,245000,72.4,0,High
FL_003016,44,Male,India,1.7,4,100,1,1,0,Mobile App Development,280,22,,0.262,18.6,184248,93.5,0,High
FL_003017,46,Female,Other,12.2,13,73.2,1,0,0,Web Development,,53,98.8,0.32,12.7,180461,99,0,High
FL_003018,45,Female,India,1.2,5,87.1,0,1,1,Web Development,280,29,90,0.357,15,245000,84.3,0,High
FL_003019,49,Male,India,9.9,9,100,0,0,1,Graphic Design,280,48,100,0.327,7.2,245000,99,0,High
FL_003020,30,Male,India,0.8,9,97.2,0,1,1,Content Writing / Copywriting,58.74,22,98.4,0.285,9.9,96018,84.9,0,High
FL_003021,28,Male,Other,13.3,15,83.8,1,1,1,Web Development,280,41,84.3,,19.2,245000,99,0,High
FL_003022,44,Female,United Kingdom,1.3,4,77.2,0,0,1,Mobile App Development,,25,,0.392,17.9,11741,78.6,0,Low
FL_003023,36,Female,Pakistan,3.8,11,78.6,1,1,0,AI & Machine Learning,84.73,22,93.6,0.244,12.5,48253,91.7,0,High
FL_003024,37,Male,United Kingdom,0.3,14,52.9,1,1,1,Virtual Assistant,259.26,25,82.9,0.339,13.7,91576,69.2,1,High
FL_003025,46,Male,India,1.4,7,59.5,1,1,0,Digital Marketing,280,26,99.4,0.445,21.4,245000,90,0,High
FL_003026,47,Male,Germany,0.9,10,82.8,1,0,1,Web Development,280,27,77,0.401,14.9,168789,99,0,High
FL_003027,25,Female,United States,0,13,73,1,1,1,AI & Machine Learning,280,21,100,0.319,8.5,128729,83.4,0,High
FL_003028,24,Male,Ukraine,0.6,12,55,1,0,1,Content Writing / Copywriting,208.06,20,75.7,0.37,4,228492,62.9,1,High
FL_003029,38,Male,Pakistan,3.4,5,83.6,1,0,1,Accounting & Finance,,32,90.2,0.329,9.2,245000,94.2,0,High
FL_003030,44,Male,United States,1.9,10,91.1,1,0,1,Content Writing / Copywriting,280,31,84.1,0.401,23,245000,87.9,0,High
FL_003031,39,Male,United States,4.9,4,97.6,0,0,1,Mobile App Development,280,31,88.1,0.313,19.4,245000,87.6,0,High
FL_003032,24,Male,Nigeria,4.2,6,87.5,1,1,0,Video Editing,280,37,88.5,0.337,14.4,123434,77.2,0,High
FL_003033,48,Male,India,6.1,7,68.9,0,0,1,Web Development,273.48,34,,,17,86404,75.6,0,High
FL_003034,27,Male,India,7.7,6,89.9,0,1,0,Digital Marketing,280,42,88.5,,13.7,151250,99,0,High
FL_003035,30,Female,United States,6.5,11,83.5,1,0,0,AI & Machine Learning,280,39,100,0.382,11.7,117215,99,0,High
FL_003036,45,Male,Brazil,2.3,14,64.2,1,0,0,Accounting & Finance,280,32,82.9,0.316,12.4,245000,83,0,High
FL_003037,38,Male,Other,1.4,15,63.7,1,0,0,Web Development,236.47,25,94.7,0.397,,211351,91.3,0,High
FL_003038,39,Female,Canada,2.7,15,92.6,1,0,1,Mobile App Development,272.34,26,90.7,0.454,19.4,61415,98.7,0,High
FL_003039,24,Male,United Kingdom,2.9,10,84,1,0,0,Mobile App Development,280,30,65.2,0.361,6.8,72222,79.4,0,High
FL_003040,30,Female,Philippines,1.4,6,83.1,1,1,0,Data Science & Analytics,280,21,82.1,0.261,23.8,13592,63.5,1,Medium
FL_003041,21,Male,India,3,10,80,1,0,1,Virtual Assistant,280,29,91.6,0.39,12.2,28313,80.4,0,Medium
FL_003042,43,Male,United States,0.4,5,88.6,1,0,1,Graphic Design,213.21,26,97.3,0.29,17.6,30765,74.2,0,Medium
FL_003043,38,Male,Canada,1,15,70.8,1,0,0,Web Development,111.1,31,76.7,0.431,26.2,47345,80.6,0,High
FL_003044,25,Male,Germany,5.2,14,77,0,0,0,Video Editing,280,32,97.3,0.152,10,78567,84.6,0,High
FL_003045,35,Female,Germany,0.8,14,90.9,0,1,0,Graphic Design,280,20,88.3,0.357,15,47141,75.3,0,High
FL_003046,37,Male,United Kingdom,0.6,6,79.6,1,0,1,Web Development,192.44,30,100,0.468,12.6,218505,85.7,0,High
FL_003047,23,Male,Other,1.3,10,67,1,1,1,Virtual Assistant,,19,77.3,0.28,15.7,77459,61.7,0,High
FL_003048,32,Male,Other,1.8,13,68,1,0,1,Web Development,280,34,80.5,0.333,4.7,27757,70.9,0,Medium
FL_003049,22,Male,India,1.5,8,79.7,1,0,0,Graphic Design,130.9,24,71.7,0.408,7.5,40726,74.5,0,High
FL_003050,21,Male,India,1.8,15,40,1,1,0,Graphic Design,280,27,94.3,0.403,15.8,245000,88.9,1,High
FL_003051,43,Male,United Kingdom,0.6,12,100,1,0,1,Graphic Design,212.69,32,100,0.548,,102623,98.8,0,High
FL_003052,41,Male,India,0.7,11,76.2,1,0,1,Video Editing,280,22,86,0.515,11,197163,93.7,0,High
FL_003053,37,Female,Other,1,9,86.8,1,0,0,Web Development,271.14,27,87.1,0.379,1.4,137962,78.8,1,High
FL_003054,42,Male,India,2,15,89.2,0,0,1,Digital Marketing,193.86,30,79.5,0.286,3.9,65778,69.4,0,High
FL_003055,36,Female,Pakistan,1.6,7,83,1,1,1,Digital Marketing,280,30,86.3,0.263,13.8,245000,74.1,0,High
FL_003056,25,Female,Pakistan,6,6,57.1,1,0,0,Data Science & Analytics,280,29,87.4,0.225,9.9,169737,95.4,0,High
FL_003057,35,Male,Philippines,2.8,9,61.9,0,0,1,Digital Marketing,280,31,90.6,0.231,13.3,121168,78.1,0,High
FL_003058,23,Female,United States,3.3,12,55.2,1,0,1,Digital Marketing,280,27,90.1,,13.9,64796,68.8,0,High
FL_003059,48,Female,Other,3.1,8,96.5,1,1,1,Content Writing / Copywriting,176.92,32,83.3,0.217,16.9,20903,65.2,0,Medium
FL_003060,27,Male,United States,1.9,15,54.3,0,1,0,Web Development,204.84,30,76.7,0.332,9.4,204615,77,0,High
FL_003061,31,Other,Brazil,15,10,68.4,1,0,1,Web Development,,47,71.5,0.505,5.5,245000,99,0,High
FL_003062,30,Male,Germany,0.1,10,99.9,1,1,0,Virtual Assistant,280,21,92.3,0.163,11.7,98800,81.9,1,High
FL_003063,29,Male,United States,0.9,10,60.9,0,0,0,AI & Machine Learning,280,21,88.2,0.443,26.7,81035,77.2,0,High
FL_003064,34,Female,Other,1.3,12,81.4,1,1,0,Content Writing / Copywriting,122.64,22,81,0.356,12,41856,66.9,0,High
FL_003065,33,Male,Philippines,8.1,5,91.1,1,0,0,AI & Machine Learning,,38,74.6,0.282,27.9,165814,91.1,0,High
FL_003066,49,Male,Nigeria,9.5,11,78.1,1,1,1,Web Development,280,44,81.3,,7.3,148459,99,0,High
FL_003067,45,Male,Nigeria,7.1,5,81.5,1,0,0,Mobile App Development,280,40,88.6,0.293,7.8,245000,93.4,0,High
FL_003068,50,Female,Philippines,2.1,14,87.5,0,0,1,Web Development,280,28,99.1,0.179,30.8,125759,89.6,0,High
FL_003069,45,Female,United States,9.4,4,100,1,0,1,Video Editing,,29,71.4,0.35,28.6,238488,94.9,0,High
FL_003070,22,Male,Brazil,0.4,15,64.1,1,0,0,Mobile App Development,280,20,90.4,0.286,8.5,39339,80.9,0,High
FL_003071,23,Female,Pakistan,4,13,72,1,0,0,SEO / SEM,280,37,86,0.367,3.7,245000,91.5,0,High
FL_003072,27,Male,United States,10.5,9,89.1,0,0,1,Graphic Design,280,45,65.5,0.416,12.5,245000,99,0,High
FL_003073,41,Male,Ukraine,5.3,5,75.9,1,1,1,AI & Machine Learning,280,31,100,0.294,9.8,160159,83.3,0,High
FL_003074,38,Female,Ukraine,1.2,8,70,1,1,0,Digital Marketing,280,21,82.9,0.439,14.9,215558,94.9,0,High
FL_003075,23,Female,Philippines,4.8,4,95.5,1,1,0,Accounting & Finance,187.16,30,77.2,0.413,15.7,92319,95.8,0,High
FL_003076,30,Male,United States,1.3,10,43.4,1,1,1,Graphic Design,132.2,29,72.8,0.202,6,59111,65,0,High
FL_003077,42,Male,India,0.4,4,97.1,1,0,1,Content Writing / Copywriting,69.01,22,,0.303,19.2,33284,72.6,1,Medium
FL_003078,49,Female,United States,4.8,15,100,1,0,1,Digital Marketing,175.24,33,88,,9.3,68365,82.8,0,High
FL_003079,27,Female,Philippines,0.8,15,75.7,1,1,0,Digital Marketing,280,22,92.5,0.325,14.7,199996,80.6,0,High
FL_003080,29,Female,Other,0.4,11,58,1,0,0,SEO / SEM,79.93,22,87.4,0.292,5.7,26763,59.8,1,Medium
FL_003081,37,Male,United States,3,15,81.8,1,1,1,Graphic Design,162.71,34,91.2,0.355,,57519,75.5,0,High
FL_003082,31,Other,India,3.7,8,86.7,1,0,1,Digital Marketing,280,21,61.9,,4.9,66285,69.4,1,High
FL_003083,27,Female,Germany,0.2,8,52.7,0,0,0,Video Editing,213.24,27,92.8,,18.4,163451,77.7,1,High
FL_003084,44,Male,United States,0,6,80.3,1,0,1,Data Science & Analytics,280,29,,0.385,9.1,104460,77.5,0,High
FL_003085,48,Female,United States,8.1,5,100,1,0,0,Digital Marketing,,41,81.3,0.392,11.7,74550,99,0,High
